codigo,nombre,centro,almacen,libre,inspeccion,bloqueado,traslado,total
N03005029005,"GUANTE PVC ROJO 14""",RH01,4000.0,370.0,0.0,0.0,0.0,370.0
N03005043803,MANGUILLA DESCARNE HOMBRO=26.5 MUNECA=14,RH01,4000.0,370.0,0.0,0.0,0.0,370.0
1999X2750000,PER R/H PLA G8 UNC TN 1/2-13 X 4,RH01,4000.0,360.0,0.0,0.0,0.0,360.0
61092024000,GOL PL ANSI ANCHA ZN 3/8,RH01,4000.0,360.0,0.0,0.0,0.0,360.0
D01155064900,RCZ CLAMPING SPRING,RH01,4000.0,360.0,0.0,0.0,0.0,360.0
N31009010346,"ACOPLE CAMLOCK TIPO C 1"" INOX",RH01,4000.0,360.0,0.0,0.0,0.0,360.0
N31009068230,TUE HEX CTE G8 UNF ZN C/SEGURO 7/8 – 14,RH01,4000.0,360.0,0.0,0.0,0.0,360.0
N63009033300,IMAN DE:50MM DI:7-8MM ESP:5MM,RH01,4000.0,360.0,0.0,0.0,0.0,360.0
N63009061010,RESORTE CARGA FUERTE ROJO R32 X 76,RH01,4000.0,360.0,0.0,0.0,0.0,360.0
N86005062052,ROD #6203-EEJ30 17X40X12 SNR,RH01,4000.0,360.0,0.0,0.0,0.0,360.0
N97005054961,PANTALON CON FORRO FRANELA ANTICORTE #60,RH01,4000.0,360.0,0.0,0.0,0.0,360.0
Z18314024907,FILTRO ACEITE TRANSM BT8409 BALDWIN,RH01,4000.0,360.0,0.0,0.0,0.0,360.0
Z21723015700,CABLE 1X0.5MM² RED H05V-K FRIGEL,RH01,4000.0,360.0,0.0,0.0,0.0,360.0
D00123060901,RELE 4C/NA 120VAC MY4NAC110120S OMRON,RH01,4000.0,350.0,0.0,0.0,0.0,350.0
D00865064500,RACOR RAPIDO QSL-3/8-10 #153052 FESTO,RH01,4000.0,350.0,0.0,0.0,0.0,350.0
D02614090410,O'RING VITON #940134,RH01,4000.0,350.0,0.0,0.0,0.0,350.0
D02614094235,"O'RING VITON BLACK 0.688""X0.813"" #940174",RH01,4000.0,350.0,0.0,0.0,0.0,350.0
D03273015705,CABLE #2233349,RH01,4000.0,350.0,0.0,0.0,0.0,350.0
D15208015700,CAM FOLLOWER NUTR 1747 #PUR01-15-0217,RH01,4000.0,350.0,0.0,0.0,0.0,350.0
N03005056707,PROT AUDITIVO CINTILLO STEELPRO ZEN 7,RH01,4000.0,350.0,0.0,0.0,0.0,350.0
N45008044504,MINI RELAY 24VDC 10A 40.31.7.024.0000,RH01,4000.0,350.0,0.0,0.0,0.0,350.0
N63002055811,PINON SIMPLE Z=19 P=5/8 NORMA ASA 50B19,RH01,4000.0,350.0,0.0,0.0,0.0,350.0
N86007111930,ARANDELA DE FIJACION MB6 30 MM,RH01,4000.0,350.0,0.0,0.0,0.0,350.0
N97005055704,PIJAMA PRIMERA CAPA ALGODON XXL,RH01,4000.0,350.0,0.0,0.0,0.0,350.0
W73005WBD002,IML 05G P3 WH 70ELR 4C GRADUADA 25WEB,RH01,4000.0,350.0,0.0,0.0,0.0,350.0
199010200096,PER R/H CIL G8 UNC TN 5/16-18 X 1 1/2,RH01,4000.0,340.0,0.0,0.0,0.0,340.0
C31000030105,"¾"" NYLON PLUG W/POLY GASKET",RH01,4000.0,340.0,0.0,0.0,0.0,340.0
C31000030115,"2"" NYLON PLUG W/POLY GASKET",RH01,4000.0,340.0,0.0,0.0,0.0,340.0
D04745033800,INNER BEARING RACE #600015,RH01,4000.0,340.0,0.0,0.0,0.0,340.0
D05335012900,BACK UP INSULATOR #3321632,RH01,4000.0,340.0,0.0,0.0,0.0,340.0
D17105064000,SHCS M10 X 20 - 8.8 #PUR45-02-1000,RH01,4000.0,340.0,0.0,0.0,0.0,340.0
D30718029021,GUIDE CARRIAGE SSR 25 XW 1SS,RH01,4000.0,340.0,0.0,0.0,0.0,340.0
N03005041305,LENTE UV CLARO #L-600-PRO DAUMER,RH01,4000.0,340.0,0.0,0.0,0.0,340.0
N45009917241,CONECTOR SILVYN KLICK-GM 12X1.5 M12,RH01,4000.0,340.0,0.0,0.0,0.0,340.0
N86002062000,ROD UC 205 25X52X15 FAG,RH01,4000.0,340.0,0.0,0.0,0.0,340.0
N86009065822,ROD #61802 2RS 15X24X5 NTN,RH01,4000.0,340.0,0.0,0.0,0.0,340.0
N97005055705,PIJAMA PRIMERA CAPA ALGODON XXXL,RH01,4000.0,340.0,0.0,0.0,0.0,340.0
N63009060999,RESORTE AC E=1.5MM D=16MM L=32MM ESP=7,RH01,4000.0,330.0,0.0,0.0,0.0,330.0
N83001055238,O'RING METR DI:6.0MM X 2.0MM NITR 70SH,RH01,4000.0,330.0,0.0,0.0,0.0,330.0
Z82374024900,FILTRO HID BAJA PRES SPIN-ON #HP75L8-6MB,RH01,4000.0,330.0,0.0,0.0,0.0,330.0
599010800750,PER R/H CIL 12.9 CTE TN M8-1.25 X 75,RH01,4000.0,320.0,0.0,0.0,0.0,320.0
5999X1285500,FLAT HEAD CAP SCREW M8X45,RH01,4000.0,320.0,0.0,0.0,0.0,320.0
D01835042410,LONG GUIDE STRIP MFG25-00-6806,RH01,4000.0,320.0,0.0,0.0,0.0,320.0
D01835064000,SHORT GUIDE STRIP #MFG25-00-6844,RH01,4000.0,320.0,0.0,0.0,0.0,320.0
D03558062002,LINEAR BEARING # 15052,RH01,4000.0,320.0,0.0,0.0,0.0,320.0
D06735060901,RESORTE COMP DI:19 DE:25 L:62 PAS:5,RH01,4000.0,320.0,0.0,0.0,0.0,320.0
D18303243700,MAIN CAM ROLLER SHAFT #MFG15-00-2408,RH01,4000.0,320.0,0.0,0.0,0.0,320.0
D18303243701,MAIN CAM ROLLER ADAPTER #MFG15-00-2409,RH01,4000.0,320.0,0.0,0.0,0.0,320.0
N17006028704,GRASA MOBILUX EP 2,RH01,4000.0,320.0,0.0,0.0,0.0,320.0
N25005066106,TAPA MAD 120X100X3.8CM NIMF-15 B10L,RH01,4000.0,320.0,0.0,0.0,0.0,320.0
N41003064808,"SOLD 230 E6011 PTO AZUL 3/32""",RH01,4000.0,320.0,0.0,0.0,0.0,320.0
N63007055700,PERFIL PLEGADO PROTECC RAC 1 H16000000,RH01,4000.0,320.0,0.0,0.0,0.0,320.0
N63009061000,RESORTE CARGA MEDIA AZUL B16 X 76,RH01,4000.0,320.0,0.0,0.0,0.0,320.0
N63009061007,RESORTE CARGA LIGERA VERD V20 X 64 48,RH01,4000.0,320.0,0.0,0.0,0.0,320.0
N63009061024,RESORTE CARGA LIGERA VERDE V20 L51,RH01,4000.0,320.0,0.0,0.0,0.0,320.0
N97005054951,PARKA C/FORRO POLAR NARANJA C/REF XL,RH01,4000.0,320.0,0.0,0.0,0.0,320.0
D01365015000,BUSHING W/INSERT C-3036-10-1,RH01,4000.0,310.0,0.0,0.0,0.0,310.0
N02007015704,CARP CARTULINA,RH01,4000.0,310.0,0.0,0.0,0.0,310.0
N63002015773,"CADENA SIMPLE ASA 60-1R PASO 3/4""",RH01,4000.0,310.0,0.0,0.0,0.0,310.0
368010400000,TUE HEX CTE G8 UNC TN 5/8-11,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
3689X3450060,TUE HEX CTE UNC AI304 3/4-10,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
545012001000,PER HEX CTE 8.8 CTE TN M20-2.5 X 100,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
5989X2893000,PER R/H PLA AVE 10.9CTE TN M16-2 X 30,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
599011201800,PER R/H CIL12.9CTE TN M12-1.75 X 180,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
599011401300,PER R/H CIL12.9CTE TN M14-2 X 130,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
5999X1280000,PER R/H PLA AVE 12.9 CTE TN M8-1.25 X 70,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
C24125000009,PASTA ROJ #125009,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
C24127001243,PASTA AZU #1243,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
C26129060930,UV INK B.C. WARM RED,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
D02393060900,RELE 24VDC 1INV 220VAC/6A 857-152 WAGO,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
D03164010300,ACOPL CIERRE Z80/13 HEM #01704-0222,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
D03164031202,"HOSE BARB G0.5"" DN12 BRASS #02710-0034",RH01,4000.0,300.0,0.0,0.0,0.0,300.0
D03273026201,FUSE CC CLASS 25A #2376195,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
D03555061300,RING RETAINING #C-1364-5,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
D03555067608,SCREW ADJUSTING INK # A-1369-2,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
D04745054200,OUTER BEARING #301427,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
D05234014700,"BRASS PRESSURE PLUG 0.125"" DIA NPT 1/8""",RH01,4000.0,300.0,0.0,0.0,0.0,300.0
D05234014702,"BRASS PRESSURE PLUG 0.375"" DIA NPT 3/8""",RH01,4000.0,300.0,0.0,0.0,0.0,300.0
D05234014703,"BRASS PRESSURE PLUG 0.25"" DIA NPT 1/4""",RH01,4000.0,300.0,0.0,0.0,0.0,300.0
D05645015000,BUTTON HEAD SOCKET CAP SCREW #602829,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
D06735053923,O'RING VITON 2-023 #2-023 V REF R22,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
D07195064900,SPRING 2.7MM ED 13MM X ID 22MM X L=90MM,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
D23885064503,RACOR RAPIDO QSL-3/8-8,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N02009017214,CORRECTOR LIQUIDO,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N03005015707,PROTECTOR FACIAL TRANSPARENTE,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N29009010231,"ABRAZADERA P/RIEL RC 1/2""",RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N31005566507,"TERMINAL EMT COMPRESION 1/2""",RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N31009017207,CONEXION JIC 7/16-20 X ESP 1/4 4FJ-4PL,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N31009910415,ADAPTADOR 2406 5-6,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N34007028710,GRASERA CURVA 45° DE M8X1MM,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N45004017340,CONECTOR ESPIGA 3 - 2 AWG,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N45004526209,FUSIBLE 1.25A 250VAC 10X38 QR25-1A25T250,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N45004526770,FUSIBLE CARTUCHO 6A 600VAC #ATDR-6 FERRA,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N45008044502,MINI RELAY 24VDC 10A 40.51.9.024.0000,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N45008060945,RELE 24VAC/DC 5A 859-354 WAGO,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N45009055700,PILOTO MONOB LED 220V ROJO 22MM FX782,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N45009917440,CONTACT MODUL 3SU1400-1AA10-1BA0 SIEMENS,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N45009956767,PRENSA ESTOPA P/CAB 22-32 MM,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N45009968227,"TUERCA P/CONDUIT 1/2""",RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N47007010430,ADHESISVO SUPER GLUE BONDER 20GR,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N51004040900,PINTURA ACR AEROSOL SEC RAP TRANS 440 ML,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N57002015704,"CANERIA GA ASTM 53 GR B SCH 40 1/2"" C/CO",RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N57002015709,"CANERIA GA 1""",RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N57005068223,TUBO NYLON PA6 D4X2.5 4MM,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N57005069202,"TUBO CONDUIT GA 1/2""",RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N63006543991,"MANG PVC AIRE-AGUA PVC 1/2"" 300PSI AZUL",RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N63009056049,PLUG DRIVE OUT HEATER CARTRIDGE #245576,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N65009041701,"LIMPIADOR MOLDE ZAP-OX NG-12 6,75OZ",RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N81001060516,RACOR RAPIDO QSL-1/4-8 #153049 FESTO,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N81001060533,RACOR RAPIDO QSL-G1/4-8 #186120,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N81001060540,RACOR RAPIDO QSL-3/8-6,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N81001060541,RACOR RAPIDO QSL-1/8-10,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N81001060544,RACOR RAPIDO QSL-1/2-12,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N81001060547,RACOR RAPIDO QS-3/8-6,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N81001060552,RACOR RAPIDO QS-1/4-12,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N81009017247,CONEC CODO TUB 06-HIL M5 TEFLON,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N83001053914,O'RING VITON #2-029 37.82 X 41.38 X 1.78,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N83001054032,O'RING METR DI:13.0MM X 1.5MM NITR 70SH,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N83001054134,O'RING VITON ID 59.0MM E:3.0MM,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N83001054178,O'RING NITRILO 90 SHORE 2-222,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N83001054187,O'RING VITON #2-032,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N83001054193,O´RING 644 X 0.87 #945018,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N83001054201,O'RING VITON #2-025,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N83001054247,O'RING METR DI:12.0MM X 2.5MM NITR 70SH,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N83001054257,O'RING METR DI:332.0MM X 3.0MM NITR 70SH,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N83001054260,O'RING METR DI:375.0MM X 3.0MM NITR 70SH,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N83001055065,O'RING EPDM # 2-232 69.44 X 76.50X3.53,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N83001057011,O'RING NITRILO #2-228 56.74X63.80X3.53,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N86002062038,ROD UC #208 40X80X49.2 FAG,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N86002062114,ROD #6302 2RS 15X42X13 FAG,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N86004062001,ROD 608 2RS 8X22X7 SKF,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
N97005056520,POLAR TRABAJO C/CIERRE C/REF S,RH01,4000.0,300.0,0.0,0.0,0.0,300.0
148010240256,PER HEX CTE G8 UNC TN 3/8-16 X 4,RH01,4000.0,290.0,0.0,0.0,0.0,290.0
765012400000,TUE HEX CTE TN M24-3,RH01,4000.0,290.0,0.0,0.0,0.0,290.0
D03555074504,WASHER FLAT 12 #W-00610,RH01,4000.0,290.0,0.0,0.0,0.0,290.0
N03009056700,PROTECTOR SOLAR F/50 120 GR,RH01,4000.0,290.0,0.0,0.0,0.0,290.0
N45009942724,LUZ PILOTO ROJO LED 24VDC 22MM,RH01,4000.0,290.0,0.0,0.0,0.0,290.0
D02675022600,ENGRANAJE DOBLE P/POLIN CONICO 62X90MM,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
D04735074500,THRUST WASHER #600005,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
D07063043700,MANIFOLD WIRE CONNECTOR ASSY #2163820,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
D13025016409,CHAIN 1/2 SIMPLEX PUR30-50-0004,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
D23925016401,CHAIN 3/8 DUPLEX FLAT PUR30-50-1001,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
D23935056401,POLEA HTD 34-14M-40K PUR34-06-034N,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
D31215056060,RAIL MOUNTING HOLE PLUG #3044553,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
N25002054948,PALLET MAD 1000X1200X144MM NIMF-15,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
N31002017214,CODO 90° INOX 3/8,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
N31009017208,CONEXIÓN 6FJ-6 HEMBRA JIC F JX INOS 304,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
N45004268220,TUBO FLUORESCENTE LED 18W T8 1200MM,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
N45008044503,MINI RELAY 24VDC 8A 40.52.9.024.0000,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
N63002015768,CADENA ESLABON LARGO 4 MM,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
N63009017230,CORDON ABSORB HIDR 8CMX1.2MT,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
N63009061013,RESORTE CARGA MEDIA AZUL B40 X 64 36,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
N63009061030,RESORTE CARGA FUERTE ROJO B20 X 89,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
N71003017275,CORREA EN V SPB-1800,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
N83007060926,RETEN DOBLE LABIO 25X40X7,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
N97005054952,PARKA C/FORRO POLAR NARANJA C/REF XXL,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
N97005054958,PANTALON CON FORRO FRANELA ANTICORTE #54,RH01,4000.0,280.0,0.0,0.0,0.0,280.0
D00123260900,RELE UNDECAL 120 V AC #700-HB33A1 ALL.BR,RH01,4000.0,270.0,0.0,0.0,0.0,270.0
N45001211311,AMPOLLETA INCAND 240V 855T-L20 AB,RH01,4000.0,270.0,0.0,0.0,0.0,270.0
N86004062013,ROD #6004-2RSH 20X42X12 SKF,RH01,4000.0,270.0,0.0,0.0,0.0,270.0
N86009868201,TUERCA FIJACION KM-8,RH01,4000.0,270.0,0.0,0.0,0.0,270.0
N97005055100,PARKA C/FORRO POLAR NARANJA C/REF S,RH01,4000.0,270.0,0.0,0.0,0.0,270.0
N97009008100,CAPA IMPERMEABLE C/CAPUCHON,RH01,4000.0,270.0,0.0,0.0,0.0,270.0
58920640000,"GOLILLAS ESTRELLA ZN 1""",RH01,4000.0,260.0,0.0,0.0,0.0,260.0
61700400000,GOL PL ANSI ANCHA NR 5/8,RH01,4000.0,260.0,0.0,0.0,0.0,260.0
D02195016820,CLOSING LINK 1/2 DUPLEX PUR30-51-1005,RH01,4000.0,260.0,0.0,0.0,0.0,260.0
D03555070300,PAWL TOP FLAT #001344-02,RH01,4000.0,260.0,0.0,0.0,0.0,260.0
D31228041700,LINEAR BEARING BLOCK BGX-S-15-BN-Z1 STAF,RH01,4000.0,260.0,0.0,0.0,0.0,260.0
N45004017243,CONEC/H YF2A14-100VB3XLEAX #2096236 C10M,RH01,4000.0,260.0,0.0,0.0,0.0,260.0
N63005012619,"AC RED SAE 1045 TREFILADO 50.8 MM (2"") 1",RH01,4000.0,260.0,0.0,0.0,0.0,260.0
N86009062062,ROD #UC-210 D1 50X90X51.6 KOYO,RH01,4000.0,260.0,0.0,0.0,0.0,260.0
N86009862004,ROD DE LEVA #NATR8 8 X 24 X 15,RH01,4000.0,260.0,0.0,0.0,0.0,260.0
145010640288,PER HEX CTE G5 UNC TN 1-8 X 4.1/2,RH01,4000.0,250.0,0.0,0.0,0.0,250.0
148010320256,PER HEX CTE G8 UNC TN,RH01,4000.0,250.0,0.0,0.0,0.0,250.0
3659X2250020,TUE HEX CTE G5 UNF ZN SEG 3/8-24,RH01,4000.0,250.0,0.0,0.0,0.0,250.0
3689X4050000,"TUE HEX G8 UNS C/SEG ZN 1""-14",RH01,4000.0,250.0,0.0,0.0,0.0,250.0
C26129014110,UV INK B.C. BLUE PT-072,RH01,4000.0,250.0,0.0,0.0,0.0,250.0
C26129014120,UV INK B.C. REFLEX BLUE,RH01,4000.0,250.0,0.0,0.0,0.0,250.0
D02195016401,CHAIN 1/2 DUPLEX FLAT PUR30-50-1002,RH01,4000.0,250.0,0.0,0.0,0.0,250.0
D02614094010,O'RING VITON #940157,RH01,4000.0,250.0,0.0,0.0,0.0,250.0
D02616014404,NOZZLE # 001-414,RH01,4000.0,250.0,0.0,0.0,0.0,250.0
D13025016407,CHAIN 1/2 DUPLEX #PUR30-50-0005,RH01,4000.0,250.0,0.0,0.0,0.0,250.0
N01001019308,"DISCO CORTE 4.1/2""",RH01,4000.0,250.0,0.0,0.0,0.0,250.0
N02503019306,FIJADOR GRAF-FIXER,RH01,4000.0,250.0,0.0,0.0,0.0,250.0
N03005043790,MASCARILLA DESECHABLE D802 AIR (CAJ10UN),RH01,4000.0,250.0,0.0,0.0,0.0,250.0
N31009915005,"BUSHING GA 1/4"" X 1/8"" BSP",RH01,4000.0,250.0,0.0,0.0,0.0,250.0
N45009916520,CONTROLADOR MOTOR L6203 4A 30KHZ,RH01,4000.0,250.0,0.0,0.0,0.0,250.0
N45009956002,PLACA CIERRRE 1.5x33.35X60MM #1492-EBJ3,RH01,4000.0,250.0,0.0,0.0,0.0,250.0
N63005056067,PL AL E=20MM,RH01,4000.0,250.0,0.0,0.0,0.0,250.0
N65005041705,LIQUIDO DESINCRUSTANTE CLEANER LZ GEL-05,RH01,4000.0,250.0,0.0,0.0,0.0,250.0
Q63523816100,M BATCH CEL CM-5238,RH01,4000.0,250.0,0.0,0.0,0.0,250.0
368210560000,TUE HEX CTE G8 UNF TN C/SEGURO 7/8-14,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
D02195052902,OIL CATCHER R30X45X7 PUR48-03-0303,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
D02195052903,OIL CATCHER R50X75X10 PUR48-03-0504,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
D03006038904,KIT REP GUARNICION CN-10 D=80 MM,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
D03555060904,SPRING COMPRESSION # A-6805,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
D05239054901,PARKER - U-SEAL #8406-0212,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
D31223015700,"CABLE P/CADENA BLINDADO 4 X 2 X 0,34MM2",RH01,4000.0,240.0,0.0,0.0,0.0,240.0
D31223015730,CABLE SERVO APANTALLADO 4G0.75+2X0.5 MM2,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
D42505017200,CORE SLEEVE 0.4397X5298X1.5960,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
D42505017201,CORE PIN 0.4254X4389X6.657,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N02009066100,TACO CALENDARIO GRANDE 110 X 170 MM.,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N45009914438,BORNE CONEXION 57A PASO 10MM #1492-J10,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N54009060901,VALV REG GRLA-1/8-QS-6-D #193144 FESTO,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N54009071702,VALV REG GRLA-1/8-QS-4-D #193143 FESTO,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N57005068298,TUBO CONDUIT EMT 25MM,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N63009061003,RESORTE CARGA LIGERA VERD V25 X 76 78,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N63009061011,RESORTE CARGA MEDIA AZUL B25 X 127,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N63009061014,RESORTE CARGA MEDIA AZUL B25 X 102 18,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N63009061015,RESORTE CARGA FUERTE ROJO R32 X 115,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N63009061016,RESORTE CARGA MEDIA AZUL B32 X 89 24,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N63009061023,RESORTE CARGA LIGERA VERDE V20 L44,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N63009061027,RESORTE CARGA MEDIA AZUL B32 X 64,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N63009061040,RESORTE CARGA MEDIA AZUL B32x38,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N63009061041,RESORTE CARGA MEDIA AZUL B32x102,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N63009061042,RESORTE CARGA MEDIA AZUL B20 L76,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N83001055112,O'RING NITRILO ID 38.0MM E:1.5MM,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N86004168201,TUERCA DE FIJACION #KM-09 SKF,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N86005062005,ROD #UC 205 25X52X15 SNR,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N86009013300,BEARING 6203-2RS PUR01-01-62032RS,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
N86009065874,ROD #6204 2RS C3 20X47X14 FAG,RH01,4000.0,240.0,0.0,0.0,0.0,240.0
D00159060901,RETEN METALICO DOBLE LAB 15/16X1.1/2X1/4,RH01,4000.0,230.0,0.0,0.0,0.0,230.0
D03196072100,VENTOSA PLANA PFG30 #10.01.01.00034,RH01,4000.0,230.0,0.0,0.0,0.0,230.0
N03005029171,GUANTE QUIRURGICO NITRILO #XL 100 PZ,RH01,4000.0,230.0,0.0,0.0,0.0,230.0
N31002544100,MEDIA COPLA A182 SS304L 3000 SW 3/8,RH01,4000.0,230.0,0.0,0.0,0.0,230.0
N45009917375,"COPLA CONDUIT P/ANSI 1/2""",RH01,4000.0,230.0,0.0,0.0,0.0,230.0
N47005056406,"POMEL 1/2"" X 80MM",RH01,4000.0,230.0,0.0,0.0,0.0,230.0
N51004014702,"BROCHA DE CERDA 4""",RH01,4000.0,230.0,0.0,0.0,0.0,230.0
N51009055702,PINCEL #A-16,RH01,4000.0,230.0,0.0,0.0,0.0,230.0
N63002070260,UNION SIMPLE CADENA 08 B,RH01,4000.0,230.0,0.0,0.0,0.0,230.0
N63009061006,RESORTE CARGA LIJERA VERD V40 X 115,RH01,4000.0,230.0,0.0,0.0,0.0,230.0
N86002062065,ROD #6202 ZZ-C3 15X35X11 FAG,RH01,4000.0,230.0,0.0,0.0,0.0,230.0
Z18316024900,FILTRO AIRE K25 3EB-01-38730,RH01,4000.0,230.0,0.0,0.0,0.0,230.0
199010200040,"SHCS, 5/16-18 NC X .63 LG",RH01,4000.0,220.0,0.0,0.0,0.0,220.0
D00125060928,SPRING 0.62 X 2.25 FREE LENGTH #4-293-03,RH01,4000.0,220.0,0.0,0.0,0.0,220.0
D04715061300,"RIVET, BRAKE #1033-0807 #53196-TBD",RH01,4000.0,220.0,0.0,0.0,0.0,220.0
N02003040900,LAPIZ GRAFITO,RH01,4000.0,220.0,0.0,0.0,0.0,220.0
